id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_investasi,satuan,tahun
220,32,JAWA BARAT,3204,KABUPATEN BANDUNG,477685000000,RUPIAH,2015
221,32,JAWA BARAT,3205,KABUPATEN GARUT,200785000000,RUPIAH,2015
222,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,6947500000,RUPIAH,2015
223,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0,RUPIAH,2015
224,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,5641250000,RUPIAH,2015
225,32,JAWA BARAT,3209,KABUPATEN CIREBON,190050000000,RUPIAH,2015
226,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,353321250000,RUPIAH,2015
227,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,354166250000,RUPIAH,2015
228,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,827563750000,RUPIAH,2015
229,32,JAWA BARAT,3213,KABUPATEN SUBANG,2418376250000,RUPIAH,2015
230,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,4939275000000,RUPIAH,2015
231,32,JAWA BARAT,3215,KABUPATEN KARAWANG,17813837500000,RUPIAH,2015
232,32,JAWA BARAT,3216,KABUPATEN BEKASI,28039438750000,RUPIAH,2015
233,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,206681250000,RUPIAH,2015
234,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,RUPIAH,2015
235,32,JAWA BARAT,3271,KOTA BOGOR,264878750000,RUPIAH,2015
236,32,JAWA BARAT,3272,KOTA SUKABUMI,75607500000,RUPIAH,2015
237,32,JAWA BARAT,3273,KOTA BANDUNG,6914310000000,RUPIAH,2015
238,32,JAWA BARAT,3274,KOTA CIREBON,154208750000,RUPIAH,2015
239,32,JAWA BARAT,3275,KOTA BEKASI,821216250000,RUPIAH,2015
240,32,JAWA BARAT,3276,KOTA DEPOK,550528750000,RUPIAH,2015
241,32,JAWA BARAT,3277,KOTA CIMAHI,30322500000,RUPIAH,2015
242,32,JAWA BARAT,3278,KOTA TASIKMALAYA,10056250000,RUPIAH,2015
243,32,JAWA BARAT,3279,KOTA BANJAR,0,RUPIAH,2015
244,32,JAWA BARAT,3201,KABUPATEN BOGOR,5121959869261,RUPIAH,2016
245,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,968039009190,RUPIAH,2016
246,32,JAWA BARAT,3203,KABUPATEN CIANJUR,725297662205,RUPIAH,2016
247,32,JAWA BARAT,3204,KABUPATEN BANDUNG,436294226204,RUPIAH,2016
248,32,JAWA BARAT,3205,KABUPATEN GARUT,183014161644,RUPIAH,2016
249,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,5004003215,RUPIAH,2016
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0,RUPIAH,2016
251,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,59447913525,RUPIAH,2016
252,32,JAWA BARAT,3209,KABUPATEN CIREBON,1266876237978,RUPIAH,2016
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,131391403339,RUPIAH,2016
254,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,240725829877,RUPIAH,2016
255,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,15653242591,RUPIAH,2016
256,32,JAWA BARAT,3213,KABUPATEN SUBANG,841129041815,RUPIAH,2016
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,2217755625685,RUPIAH,2016
258,32,JAWA BARAT,3215,KABUPATEN KARAWANG,17768009898013,RUPIAH,2016
259,32,JAWA BARAT,3216,KABUPATEN BEKASI,41365144730823,RUPIAH,2016
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,136026301330,RUPIAH,2016
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,RUPIAH,2016
262,32,JAWA BARAT,3271,KOTA BOGOR,455646572793,RUPIAH,2016
263,32,JAWA BARAT,3272,KOTA SUKABUMI,10917063403,RUPIAH,2016
264,32,JAWA BARAT,3273,KOTA BANDUNG,780246802750,RUPIAH,2016
265,32,JAWA BARAT,3274,KOTA CIREBON,192706493551,RUPIAH,2016
266,32,JAWA BARAT,3275,KOTA BEKASI,1468245355013,RUPIAH,2016
267,32,JAWA BARAT,3276,KOTA DEPOK,482613489181,RUPIAH,2016
268,32,JAWA BARAT,3277,KOTA CIMAHI,74522240773,RUPIAH,2016
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,41385489469,RUPIAH,2016
270,32,JAWA BARAT,3279,KOTA BANJAR,0,RUPIAH,2016
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,4258425050000,RUPIAH,2017
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,418603030000,RUPIAH,2017
273,32,JAWA BARAT,3203,KABUPATEN CIANJUR,434594880000,RUPIAH,2017
274,32,JAWA BARAT,3204,KABUPATEN BANDUNG,596026340000,RUPIAH,2017
275,32,JAWA BARAT,3205,KABUPATEN GARUT,136967390000,RUPIAH,2017
276,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,48639320000,RUPIAH,2017
277,32,JAWA BARAT,3207,KABUPATEN CIAMIS,814720000,RUPIAH,2017
278,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,98817020000,RUPIAH,2017
279,32,JAWA BARAT,3209,KABUPATEN CIREBON,4576390990000,RUPIAH,2017
280,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,950068120000,RUPIAH,2017
281,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,241510030000,RUPIAH,2017
282,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,316932500000,RUPIAH,2017
283,32,JAWA BARAT,3213,KABUPATEN SUBANG,1013403710000,RUPIAH,2017
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,2105250410000,RUPIAH,2017
285,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20633058720000,RUPIAH,2017
286,32,JAWA BARAT,3216,KABUPATEN BEKASI,26442936590000,RUPIAH,2017
287,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,823740250000,RUPIAH,2017
288,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,RUPIAH,2017
289,32,JAWA BARAT,3271,KOTA BOGOR,248975640000,RUPIAH,2017
290,32,JAWA BARAT,3272,KOTA SUKABUMI,0,RUPIAH,2017
291,32,JAWA BARAT,3273,KOTA BANDUNG,1082916060000,RUPIAH,2017
292,32,JAWA BARAT,3274,KOTA CIREBON,259566360000,RUPIAH,2017
293,32,JAWA BARAT,3275,KOTA BEKASI,2640853070000,RUPIAH,2017
294,32,JAWA BARAT,3276,KOTA DEPOK,1015511190000,RUPIAH,2017
295,32,JAWA BARAT,3277,KOTA CIMAHI,312968600000,RUPIAH,2017
296,32,JAWA BARAT,3278,KOTA TASIKMALAYA,8806480000,RUPIAH,2017
297,32,JAWA BARAT,3279,KOTA BANJAR,0,RUPIAH,2017
298,32,JAWA BARAT,3201,KABUPATEN BOGOR,4954720331137,RUPIAH,2018
299,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,614292087285,RUPIAH,2018
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,40985231297,RUPIAH,2018
301,32,JAWA BARAT,3204,KABUPATEN BANDUNG,377413592730,RUPIAH,2018
302,32,JAWA BARAT,3205,KABUPATEN GARUT,170508276615,RUPIAH,2018
303,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,73866160629,RUPIAH,2018
304,32,JAWA BARAT,3207,KABUPATEN CIAMIS,179559965,RUPIAH,2018
305,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,68555735715,RUPIAH,2018
306,32,JAWA BARAT,3209,KABUPATEN CIREBON,3841014452206,RUPIAH,2018
307,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1220680815162,RUPIAH,2018
308,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,107835153744,RUPIAH,2018
309,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,115668782570,RUPIAH,2018
310,32,JAWA BARAT,3213,KABUPATEN SUBANG,1025243234345,RUPIAH,2018
311,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,5828543447035,RUPIAH,2018
312,32,JAWA BARAT,3215,KABUPATEN KARAWANG,11635516208199,RUPIAH,2018
313,32,JAWA BARAT,3216,KABUPATEN BEKASI,39056638848412,RUPIAH,2018
314,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,769875426334,RUPIAH,2018
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,12059997675,RUPIAH,2018
316,32,JAWA BARAT,3271,KOTA BOGOR,272509075523,RUPIAH,2018
317,32,JAWA BARAT,3272,KOTA SUKABUMI,929959961,RUPIAH,2018
318,32,JAWA BARAT,3273,KOTA BANDUNG,269059908221,RUPIAH,2018
319,32,JAWA BARAT,3274,KOTA CIREBON,38868038275,RUPIAH,2018
320,32,JAWA BARAT,3275,KOTA BEKASI,3697706518787,RUPIAH,2018
321,32,JAWA BARAT,3276,KOTA DEPOK,462971300925,RUPIAH,2018
322,32,JAWA BARAT,3277,KOTA CIMAHI,29516179030,RUPIAH,2018
323,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,RUPIAH,2018
324,32,JAWA BARAT,3279,KOTA BANJAR,0,RUPIAH,2018
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,4766165486960,RUPIAH,2019
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,367021534363,RUPIAH,2019
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,283177483191,RUPIAH,2019
328,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3181456692471,RUPIAH,2019
329,32,JAWA BARAT,3205,KABUPATEN GARUT,150992983947,RUPIAH,2019
330,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0,RUPIAH,2019
331,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0,RUPIAH,2019
332,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,261000000,RUPIAH,2019
333,32,JAWA BARAT,3209,KABUPATEN CIREBON,8943776242671,RUPIAH,2019
334,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,404791498930,RUPIAH,2019
335,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,2833500211,RUPIAH,2019
336,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1466513739784,RUPIAH,2019
337,32,JAWA BARAT,3213,KABUPATEN SUBANG,927455991278,RUPIAH,2019
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,5236232759521,RUPIAH,2019
339,32,JAWA BARAT,3215,KABUPATEN KARAWANG,21324422160737,RUPIAH,2019
340,32,JAWA BARAT,3216,KABUPATEN BEKASI,27152530850601,RUPIAH,2019
341,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,4082571889299,RUPIAH,2019
342,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,100500014,RUPIAH,2019
343,32,JAWA BARAT,3271,KOTA BOGOR,30437995410,RUPIAH,2019
344,32,JAWA BARAT,3272,KOTA SUKABUMI,11105998397,RUPIAH,2019
345,32,JAWA BARAT,3273,KOTA BANDUNG,3792603025661,RUPIAH,2019
346,32,JAWA BARAT,3274,KOTA CIREBON,7711499219,RUPIAH,2019
347,32,JAWA BARAT,3275,KOTA BEKASI,3154301900991,RUPIAH,2019
348,32,JAWA BARAT,3276,KOTA DEPOK,1694923580781,RUPIAH,2019
349,32,JAWA BARAT,3277,KOTA CIMAHI,1234288309385,RUPIAH,2019
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,RUPIAH,2019
351,32,JAWA BARAT,3279,KOTA BANJAR,0,RUPIAH,2019
352,32,JAWA BARAT,3201,KABUPATEN BOGOR,2859502432029,RUPIAH,2020
353,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,211651265540,RUPIAH,2020
354,32,JAWA BARAT,3203,KABUPATEN CIANJUR,85155875088,RUPIAH,2020
355,32,JAWA BARAT,3204,KABUPATEN BANDUNG,2849642855667,RUPIAH,2020
356,32,JAWA BARAT,3205,KABUPATEN GARUT,403758811857,RUPIAH,2020
357,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0,RUPIAH,2020
358,32,JAWA BARAT,3207,KABUPATEN CIAMIS,59040009,RUPIAH,2020
359,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,44140328935,RUPIAH,2020
360,32,JAWA BARAT,3209,KABUPATEN CIREBON,4676737221361,RUPIAH,2020
361,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,198433508909,RUPIAH,2020
362,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,37535050065,RUPIAH,2020
363,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,189061993364,RUPIAH,2020
364,32,JAWA BARAT,3213,KABUPATEN SUBANG,4172205500779,RUPIAH,2020
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3690863736520,RUPIAH,2020
366,32,JAWA BARAT,3215,KABUPATEN KARAWANG,14239563318049,RUPIAH,2020
367,32,JAWA BARAT,3216,KABUPATEN BEKASI,25912458957938,RUPIAH,2020
368,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,2942579036773,RUPIAH,2020
369,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,RUPIAH,2020
370,32,JAWA BARAT,3271,KOTA BOGOR,81819390165,RUPIAH,2020
371,32,JAWA BARAT,3272,KOTA SUKABUMI,3862081223,RUPIAH,2020
372,32,JAWA BARAT,3273,KOTA BANDUNG,2001959226968,RUPIAH,2020
373,32,JAWA BARAT,3274,KOTA CIREBON,10064161679,RUPIAH,2020
374,32,JAWA BARAT,3275,KOTA BEKASI,2872652699709,RUPIAH,2020
375,32,JAWA BARAT,3276,KOTA DEPOK,712444573552,RUPIAH,2020
376,32,JAWA BARAT,3277,KOTA CIMAHI,829546833817,RUPIAH,2020
377,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3706561025,RUPIAH,2020
378,32,JAWA BARAT,3279,KOTA BANJAR,0,RUPIAH,2020
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,4643024772343,RUPIAH,2021
380,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,48552300106,RUPIAH,2021
381,32,JAWA BARAT,3203,KABUPATEN CIANJUR,22018258716,RUPIAH,2021
382,32,JAWA BARAT,3204,KABUPATEN BANDUNG,1155662698516,RUPIAH,2021
383,32,JAWA BARAT,3205,KABUPATEN GARUT,832634990440,RUPIAH,2021
384,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0,RUPIAH,2021
385,32,JAWA BARAT,3207,KABUPATEN CIAMIS,109499971,RUPIAH,2021
386,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,202939924,RUPIAH,2021
387,32,JAWA BARAT,3209,KABUPATEN CIREBON,4766583292005,RUPIAH,2021
388,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,548614049053,RUPIAH,2021
389,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,79680950689,RUPIAH,2021
390,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,124518968463,RUPIAH,2021
391,32,JAWA BARAT,3213,KABUPATEN SUBANG,2592201690611,RUPIAH,2021
392,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,2198391771420,RUPIAH,2021
393,32,JAWA BARAT,3215,KABUPATEN KARAWANG,18625324429368,RUPIAH,2021
394,32,JAWA BARAT,3216,KABUPATEN BEKASI,31485980177221,RUPIAH,2021
395,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,2625796493202,RUPIAH,2021
396,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,RUPIAH,2021
397,32,JAWA BARAT,3271,KOTA BOGOR,258065207486,RUPIAH,2021
398,32,JAWA BARAT,3272,KOTA SUKABUMI,319739856,RUPIAH,2021
399,32,JAWA BARAT,3273,KOTA BANDUNG,2489111180560,RUPIAH,2021
400,32,JAWA BARAT,3274,KOTA CIREBON,7543819169,RUPIAH,2021
401,32,JAWA BARAT,3275,KOTA BEKASI,3029161733071,RUPIAH,2021
402,32,JAWA BARAT,3276,KOTA DEPOK,287110453452,RUPIAH,2021
403,32,JAWA BARAT,3277,KOTA CIMAHI,357264808191,RUPIAH,2021
404,32,JAWA BARAT,3278,KOTA TASIKMALAYA,404419836,RUPIAH,2021
405,32,JAWA BARAT,3279,KOTA BANJAR,0,RUPIAH,2021
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,1891370325550,RUPIAH,2022
407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,1117445781766,RUPIAH,2022
408,32,JAWA BARAT,3203,KABUPATEN CIANJUR,739663462578,RUPIAH,2022
409,32,JAWA BARAT,3204,KABUPATEN BANDUNG,2642608884768,RUPIAH,2022
410,32,JAWA BARAT,3205,KABUPATEN GARUT,717949208751,RUPIAH,2022
411,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,22034420823,RUPIAH,2022
412,32,JAWA BARAT,3207,KABUPATEN CIAMIS,15400413484,RUPIAH,2022
413,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,90426556716,RUPIAH,2022
414,32,JAWA BARAT,3209,KABUPATEN CIREBON,2349547760286,RUPIAH,2022
415,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,864520097077,RUPIAH,2022
416,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,530113514481,RUPIAH,2022
417,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,776675152221,RUPIAH,2022
418,32,JAWA BARAT,3213,KABUPATEN SUBANG,1307620923811,RUPIAH,2022
419,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,5704059709449,RUPIAH,2022
420,32,JAWA BARAT,3215,KABUPATEN KARAWANG,28854401977375,RUPIAH,2022
421,32,JAWA BARAT,3216,KABUPATEN BEKASI,29148981210629,RUPIAH,2022
422,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,5593226067466,RUPIAH,2022
423,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,10573081457,RUPIAH,2022
424,32,JAWA BARAT,3271,KOTA BOGOR,269490171678,RUPIAH,2022
425,32,JAWA BARAT,3272,KOTA SUKABUMI,14296899572,RUPIAH,2022
426,32,JAWA BARAT,3273,KOTA BANDUNG,3855564520252,RUPIAH,2022
427,32,JAWA BARAT,3274,KOTA CIREBON,573100330659,RUPIAH,2022
428,32,JAWA BARAT,3275,KOTA BEKASI,4400172557830,RUPIAH,2022
429,32,JAWA BARAT,3276,KOTA DEPOK,764639774871,RUPIAH,2022
430,32,JAWA BARAT,3277,KOTA CIMAHI,1515114895566,RUPIAH,2022
431,32,JAWA BARAT,3278,KOTA TASIKMALAYA,365924852,RUPIAH,2022
432,32,JAWA BARAT,3279,KOTA BANJAR,4304999,RUPIAH,2022
